tube_assembly_id,spec1
TA-08132,SP-0007
TA-08138,SP-0007
TA-08139,SP-0007
TA-08140,SP-0007
TA-08146,SP-0058
TA-08148,SP-0058
TA-08151,SP-0007
TA-08152,SP-0007
TA-08153,SP-0012
TA-08156,SP-0058
TA-08157,SP-0058
TA-08158,SP-0058
TA-08163,SP-0007
TA-08166,SP-0007
TA-08167,SP-0007
TA-08168,SP-0007
TA-08181,SP-0012
TA-08182,SP-0012
TA-08183,SP-0012
TA-08184,SP-0012
TA-08186,SP-0012
TA-08191,SP-0029
TA-08196,SP-0007
TA-08197,SP-0007
TA-08201,SP-0007
TA-08202,SP-0007
TA-08208,SP-0024
TA-08209,SP-0012
TA-08210,SP-0004
TA-08211,SP-0004
TA-08213,SP-0004
TA-08214,SP-0004
TA-08222,SP-0004
TA-08223,SP-0004
TA-08224,SP-0004
TA-08227,SP-0063
TA-08231,SP-0007
TA-08232,SP-0012
TA-08233,SP-0012
TA-08234,SP-0012
TA-08235,SP-0058
TA-08236,SP-0007
TA-08238,SP-0030
TA-08239,SP-0012
TA-08242,SP-0007
TA-08244,SP-0007
TA-08246,SP-0080
TA-08247,SP-0009
TA-08250,SP-0007
TA-08252,SP-0007
TA-08255,SP-0009
TA-08256,SP-0009
TA-08260,SP-0007
TA-08262,SP-0063
TA-08266,SP-0007
TA-08267,SP-0007
TA-08269,SP-0007
TA-08276,SP-0069
TA-08277,SP-0069
TA-08278,SP-0007
TA-08284,SP-0007
TA-08298,SP-0063
TA-08301,SP-0007
TA-08302,SP-0007
TA-08305,SP-0004
TA-08306,SP-0007
TA-08307,SP-0007
TA-08318,SP-0058
TA-08320,SP-0004
TA-08321,SP-0058
TA-08322,SP-0007
TA-08326,SP-0002
TA-08327,SP-0012
TA-08328,SP-0012
TA-08330,SP-0007
TA-08331,SP-0007
TA-08332,SP-0012
TA-08333,SP-0004
TA-08334,SP-0007
TA-08337,SP-0007
TA-08338,SP-0013
TA-08339,SP-0007
TA-08341,SP-0063
TA-08342,SP-0012
TA-08343,SP-0007
TA-08344,SP-0007
TA-08345,SP-0004
TA-08346,SP-0004
TA-08347,SP-0012
TA-08348,SP-0012
TA-08349,SP-0012
TA-08350,SP-0012
TA-08351,SP-0012
TA-08352,SP-0012
TA-08353,SP-0012
TA-08354,SP-0012
TA-08355,SP-0012
TA-08356,SP-0012
TA-08357,SP-0007
TA-08358,SP-0007
TA-08359,SP-0063
TA-08360,SP-0063
TA-08361,SP-0063
TA-08362,SP-0063
TA-08380,SP-0063
TA-08381,SP-0012
TA-08382,SP-0012
TA-08383,SP-0012
TA-08390,SP-0009
TA-08391,SP-0009
TA-08392,SP-0009
TA-08393,SP-0009
TA-08394,SP-0007
TA-08395,SP-0007
TA-08405,SP-0007
TA-08407,SP-0012
TA-08408,SP-0012
TA-08409,SP-0012
TA-08410,SP-0007
TA-08411,SP-0007
TA-08415,SP-0058
TA-08418,SP-0063
TA-08419,SP-0063
TA-08420,SP-0063
TA-08421,SP-0007
TA-08422,SP-0063
TA-08423,SP-0063
TA-08424,SP-0007
TA-08427,SP-0063
TA-08428,SP-0007
TA-08429,SP-0007
TA-08430,SP-0007
TA-08431,SP-0007
TA-08432,SP-0007
TA-08433,SP-0009
TA-08437,SP-0007
TA-08438,SP-0007
TA-08439,SP-0007
TA-08442,SP-0058
TA-08443,SP-0058
TA-08444,SP-0058
TA-08447,SP-0007
TA-08448,SP-0007
TA-08450,SP-0007
TA-08452,SP-0063
TA-08453,SP-0063
TA-08454,SP-0063
TA-08455,SP-0063
TA-08456,SP-0004
TA-08457,SP-0004
TA-08461,SP-0007
TA-08462,SP-0007
TA-08463,SP-0007
TA-08464,SP-0007
TA-08467,SP-0004
TA-08468,SP-0058
TA-08469,SP-0009
TA-08470,SP-0009
TA-08471,SP-0007
TA-08472,SP-0007
TA-08473,SP-0005
TA-08475,SP-0007
TA-08478,SP-0012
TA-08491,SP-0007
TA-08492,SP-0007
TA-08502,SP-0080
TA-08503,SP-0007
TA-08504,SP-0007
TA-08505,SP-0007
TA-08506,SP-0007
TA-08507,SP-0007
TA-08508,SP-0007
TA-08509,SP-0012
TA-08510,SP-0012
TA-08511,SP-0007
TA-08512,SP-0007
TA-08513,SP-0007
TA-08514,SP-0007
TA-08515,SP-0007
TA-08516,SP-0007
TA-08517,SP-0007
TA-08521,SP-0012
TA-08522,SP-0012
TA-08523,SP-0007
TA-08524,SP-0007
TA-08525,SP-0007
TA-08526,SP-0063
TA-08532,SP-0063
TA-08538,SP-0007
TA-08541,SP-0007
TA-08546,SP-0004
TA-08582,SP-0007
TA-08583,SP-0007
TA-08584,SP-0009
TA-08585,SP-0007
TA-08586,SP-0007
TA-08587,SP-0007
TA-08592,SP-0007
TA-08593,SP-0007
TA-08594,SP-0007
TA-08604,SP-0012
TA-08605,SP-0012
TA-08611,SP-0007
TA-08614,SP-0004
TA-08615,SP-0007
TA-08616,SP-0007
TA-08617,SP-0007
TA-08621,SP-0063
TA-08622,SP-0004
TA-08623,SP-0007
TA-08624,SP-0007
TA-08625,SP-0004
TA-08627,SP-0007
TA-08629,SP-0004
TA-08630,SP-0004
TA-08631,SP-0007
TA-08637,SP-0007
TA-08638,SP-0007
TA-08639,SP-0007
TA-08640,SP-0007
TA-08641,SP-0007
TA-08645,SP-0012
TA-08646,SP-0007
TA-08647,SP-0012
TA-08650,SP-0007
TA-08651,SP-0007
TA-08653,SP-0004
TA-08656,SP-0007
TA-08657,SP-0007
TA-08658,SP-0007
TA-08659,SP-0007
TA-08660,SP-0007
TA-08663,SP-0007
TA-08664,SP-0007
TA-08666,SP-0063
TA-08670,SP-0007
TA-08671,SP-0007
TA-08672,SP-0007
TA-08673,SP-0007
TA-08679,SP-0007
TA-08680,SP-0007
TA-08685,SP-0063
TA-08686,SP-0063
TA-08687,SP-0007
TA-08688,SP-0007
TA-08689,SP-0007
TA-08690,SP-0007
TA-08691,SP-0007
TA-08692,SP-0007
TA-08693,SP-0007
TA-08694,SP-0063
TA-08695,SP-0063
TA-08701,SP-0007
TA-08702,SP-0007
TA-08703,SP-0007
TA-08704,SP-0007
TA-08705,SP-0007
TA-08707,SP-0007
TA-08708,SP-0007
TA-08709,SP-0007
TA-08710,SP-0007
TA-08713,SP-0012
TA-08718,SP-0007
TA-08719,SP-0007
TA-08720,SP-0007
TA-08721,SP-0007
TA-08730,SP-0007
TA-08732,SP-0007
TA-08733,SP-0007
TA-08734,SP-0007
TA-08736,SP-0007
TA-08737,SP-0007
TA-08740,SP-0007
TA-08741,SP-0007
TA-08742,SP-0007
TA-08748,SP-0007
TA-08749,SP-0007
TA-08752,SP-0063
TA-08753,SP-0063
TA-08755,SP-0026
TA-08756,SP-0007
TA-08757,SP-0063
TA-08759,SP-0063
TA-08760,SP-0063
TA-08761,SP-0012
TA-08764,SP-0007
TA-08765,SP-0012
TA-08769,SP-0004
TA-08772,SP-0007
TA-08773,SP-0007
TA-08774,SP-0058
TA-08775,SP-0058
TA-08776,SP-0012
TA-08781,SP-0063
TA-08784,SP-0080
TA-08785,SP-0012
TA-08786,SP-0007
TA-08788,SP-0013
TA-08789,SP-0012
TA-08790,SP-0007
TA-08797,SP-0007
TA-08800,SP-0007
TA-08802,SP-0063
TA-08804,SP-0007
TA-08805,SP-0007
TA-08806,SP-0007
TA-08807,SP-0007
TA-08817,SP-0007
TA-08818,SP-0007
TA-08819,SP-0007
TA-08829,SP-0007
TA-08831,SP-0004
TA-08832,SP-0080
TA-08833,SP-0080
TA-08835,SP-0007
TA-08844,SP-0004
TA-08845,SP-0063
TA-08861,SP-0007
TA-08864,SP-0058
TA-08865,SP-0063
TA-08878,SP-0007
TA-08882,SP-0080
TA-08884,SP-0080
TA-08885,SP-0080
TA-08887,SP-0080
TA-08888,SP-0058
TA-08892,SP-0007
TA-08893,SP-0012
TA-08895,SP-0004
TA-08896,SP-0063
TA-08897,SP-0007
TA-08899,SP-0007
TA-08900,SP-0007
TA-08901,SP-0012
TA-08902,SP-0007
TA-08903,SP-0007
TA-08904,SP-0007
TA-08905,SP-0007
TA-08909,SP-0080
TA-08911,SP-0080
TA-08913,SP-0007
TA-08915,SP-0004
TA-08920,SP-0004
TA-08921,SP-0009
TA-08922,SP-0007
TA-08923,SP-0007
TA-08927,SP-0007
TA-08928,SP-0007
TA-08930,SP-0007
TA-08931,SP-0007
TA-08932,SP-0007
TA-08933,SP-0012
TA-08935,SP-0004
TA-08937,SP-0070
TA-08938,SP-0070
TA-08939,SP-0070
TA-08940,SP-0070
TA-08941,SP-0007
TA-08942,SP-0004
TA-08943,SP-0063
TA-08944,SP-0063
TA-08947,SP-0007
TA-08951,SP-0012
TA-08952,SP-0012
TA-08956,SP-0007
TA-08961,SP-0007
TA-08963,SP-0070
TA-08964,SP-0007
TA-08965,SP-0007
TA-08966,SP-0007
TA-08967,SP-0007
TA-08969,SP-0007
TA-08971,SP-0007
TA-08973,SP-0007
TA-08974,SP-0063
TA-08975,SP-0063
TA-08978,SP-0007
TA-08981,SP-0012
TA-08982,SP-0007
TA-08984,SP-0007
TA-08985,SP-0007
TA-08988,SP-0069
TA-08992,SP-0007
TA-08996,SP-0007
TA-08997,SP-0007
TA-08998,SP-0007
TA-08999,SP-0004
TA-09001,SP-0007
TA-09002,SP-0012
TA-09009,SP-0067
TA-09011,SP-0012
TA-09012,SP-0012
TA-09014,SP-0007
TA-09015,SP-0007
TA-09016,SP-0009
TA-09017,SP-0007
TA-09018,SP-0007
TA-09019,SP-0012
TA-09020,SP-0012
TA-09021,SP-0012
TA-09022,SP-0012
TA-09025,SP-0007
TA-09026,SP-0007
TA-09031,SP-0058
TA-09032,SP-0063
TA-09033,SP-0007
TA-09034,SP-0007
TA-09035,SP-0007
TA-09049,SP-0012
TA-09050,SP-0005
TA-09051,SP-0007
TA-09052,SP-0063
TA-09055,SP-0063
TA-09058,SP-0012
TA-09059,SP-0012
TA-09060,SP-0007
TA-09061,SP-0007
TA-09062,SP-0007
TA-09067,SP-0007
TA-09068,SP-0007
TA-09071,SP-0007
TA-09073,SP-0058
TA-09074,SP-0058
TA-09075,SP-0024
TA-09076,SP-0024
TA-09077,SP-0007
TA-09078,SP-0007
TA-09079,SP-0007
TA-09080,SP-0012
TA-09082,SP-0007
TA-09083,SP-0007
TA-09084,SP-0007
TA-09091,SP-0007
TA-09092,SP-0007
TA-09093,SP-0007
TA-09097,SP-0004
TA-09101,SP-0004
TA-09102,SP-0070
TA-09103,SP-0070
TA-09104,SP-0007
TA-09105,SP-0012
TA-09107,SP-0007
TA-09110,SP-0012
TA-09111,SP-0012
TA-09112,SP-0058
TA-09113,SP-0058
TA-09114,SP-0058
TA-09115,SP-0058
TA-09116,SP-0004
TA-09127,SP-0007
TA-09129,SP-0007
TA-09132,SP-0004
TA-09136,SP-0007
TA-09137,SP-0007
TA-09139,SP-0007
TA-09140,SP-0007
TA-09145,SP-0007
TA-09146,SP-0007
TA-09147,SP-0007
TA-09148,SP-0005
TA-09149,SP-0005
TA-09153,SP-0009
TA-09154,SP-0009
TA-09155,SP-0012
TA-09158,SP-0063
TA-09161,SP-0012
TA-09162,SP-0004
TA-09164,SP-0004
TA-09165,SP-0012
TA-09166,SP-0063
TA-09167,SP-0012
TA-09170,SP-0007
TA-09176,SP-0012
TA-09177,SP-0012
TA-09178,SP-0004
TA-09179,SP-0012
TA-09180,SP-0012
TA-09181,SP-0007
TA-09182,SP-0007
TA-09184,SP-0004
TA-09185,SP-0004
TA-09186,SP-0004
TA-09187,SP-0004
TA-09188,SP-0004
TA-09189,SP-0004
TA-09194,SP-0007
TA-09197,SP-0063
TA-09230,SP-0004
TA-09231,SP-0007
TA-09232,SP-0007
TA-09233,SP-0007
TA-09234,SP-0058
TA-09235,SP-0007
TA-09236,SP-0007
TA-09238,SP-0007
TA-09239,SP-0007
TA-09242,SP-0007
TA-09243,SP-0007
TA-09244,SP-0007
TA-09245,SP-0007
TA-09246,SP-0058
TA-09247,SP-0007
TA-09248,SP-0007
TA-09252,SP-0007
TA-09253,SP-0007
TA-09254,SP-0012
TA-09255,SP-0012
TA-09256,SP-0007
TA-09257,SP-0007
TA-09261,SP-0005
TA-09262,SP-0007
TA-09263,SP-0007
TA-09264,SP-0007
TA-09265,SP-0007
TA-09266,SP-0007
TA-09267,SP-0007
TA-09268,SP-0007
TA-09269,SP-0007
TA-09270,SP-0012
TA-09271,SP-0012
TA-09272,SP-0063
TA-09273,SP-0007
TA-09274,SP-0007
TA-09276,SP-0007
TA-09277,SP-0007
TA-09278,SP-0007
TA-09280,SP-0004
TA-09284,SP-0004
TA-09285,SP-0004
TA-09286,SP-0007
TA-09291,SP-0007
TA-09292,SP-0004
TA-09297,SP-0004
TA-09298,SP-0007
TA-09299,SP-0007
TA-09300,SP-0012
TA-09306,SP-0007
TA-09307,SP-0007
TA-09308,SP-0007
TA-09310,SP-0063
TA-09314,SP-0007
TA-09316,SP-0058
TA-09317,SP-0007
TA-09329,SP-0007
TA-09331,SP-0058
TA-09332,SP-0058
TA-09333,SP-0004
TA-09334,SP-0007
TA-09335,SP-0058
TA-09342,SP-0004
TA-09344,SP-0080
TA-09345,SP-0080
TA-09346,SP-0080
TA-09347,SP-0080
TA-09349,SP-0080
TA-09351,SP-0080
TA-09352,SP-0080
TA-09354,SP-0080
TA-09355,SP-0080
TA-09356,SP-0007
TA-09357,SP-0007
TA-09366,SP-0070
TA-09367,SP-0007
TA-09371,SP-0007
TA-09375,SP-0012
TA-09376,SP-0012
TA-09377,SP-0012
TA-09378,SP-0012
TA-09379,SP-0012
TA-09384,SP-0051
TA-09385,SP-0007
TA-09394,SP-0007
TA-09395,SP-0007
TA-09399,SP-0007
TA-09411,SP-0007
TA-09413,SP-0007
TA-09414,SP-0012
TA-09419,SP-0004
TA-09420,SP-0004
TA-09425,SP-0004
TA-09427,SP-0004
TA-09428,SP-0063
TA-09429,SP-0004
TA-09430,SP-0004
TA-09432,SP-0007
TA-09434,SP-0033
TA-09435,SP-0033
TA-09436,SP-0004
TA-09437,SP-0007
TA-09439,SP-0029
TA-09440,SP-0029
TA-09452,SP-0063
TA-09458,SP-0007
TA-09459,SP-0007
TA-09460,SP-0012
TA-09461,SP-0012
TA-09462,SP-0012
TA-09464,SP-0007
TA-09465,SP-0012
TA-09466,SP-0012
TA-09467,SP-0012
TA-09468,SP-0063
TA-09469,SP-0007
TA-09470,SP-0063
TA-09471,SP-0063
TA-09478,SP-0007
TA-09479,SP-0007
TA-09480,SP-0007
TA-09481,SP-0024
TA-09482,SP-0024
TA-09483,SP-0024
TA-09484,SP-0024
TA-09485,SP-0024
TA-09486,SP-0024
TA-09487,SP-0024
TA-09488,SP-0007
TA-09489,SP-0007
TA-09490,SP-0024
TA-09492,SP-0007
TA-09505,SP-0012
TA-09506,SP-0004
TA-09507,SP-0004
TA-09508,SP-0004
TA-09509,SP-0007
TA-09510,SP-0007
TA-09511,SP-0007
TA-09514,SP-0063
TA-09516,SP-0063
TA-09517,SP-0063
TA-09518,SP-0063
TA-09519,SP-0063
TA-09523,SP-0007
TA-09524,SP-0007
TA-09528,SP-0058
TA-09530,SP-0063
TA-09532,SP-0063
TA-09537,SP-0063
TA-09538,SP-0063
TA-09539,SP-0063
TA-09540,SP-0063
TA-09541,SP-0063
TA-09542,SP-0063
TA-09543,SP-0063
TA-09544,SP-0063
TA-09546,SP-0063
TA-09548,SP-0063
TA-09549,SP-0063
TA-09554,SP-0007
TA-09555,SP-0007
TA-09556,SP-0007
TA-09557,SP-0007
TA-09558,SP-0007
TA-09559,SP-0007
TA-09560,SP-0007
TA-09561,SP-0007
TA-09562,SP-0007
TA-09563,SP-0007
TA-09564,SP-0007
TA-09565,SP-0007
TA-09567,SP-0007
TA-09568,SP-0007
TA-09571,SP-0063
TA-09576,SP-0007
TA-09577,SP-0007
TA-09579,SP-0067
TA-09591,SP-0004
TA-09592,SP-0063
TA-09603,SP-0007
TA-09604,SP-0007
TA-09605,SP-0004
TA-09606,SP-0026
TA-09607,SP-0080
TA-09609,SP-0007
TA-09613,SP-0012
TA-09614,SP-0080
TA-09615,SP-0080
TA-09626,SP-0058
TA-09627,SP-0058
TA-09628,SP-0012
TA-09629,SP-0063
TA-09630,SP-0063
TA-09631,SP-0063
TA-09632,SP-0002
TA-09633,SP-0063
TA-09634,SP-0063
TA-09636,SP-0063
TA-09637,SP-0058
TA-09638,SP-0024
TA-09639,SP-0063
TA-09641,SP-0007
TA-09642,SP-0007
TA-09645,SP-0007
TA-09652,SP-0007
TA-09653,SP-0007
TA-09656,SP-0007
TA-09657,SP-0007
TA-09658,SP-0007
TA-09659,SP-0007
TA-09660,SP-0007
TA-09661,SP-0004
TA-09662,SP-0012
TA-09666,SP-0004
TA-09667,SP-0004
TA-09668,SP-0063
TA-09669,SP-0024
TA-09671,SP-0007
TA-09677,SP-0004
TA-09678,SP-0058
TA-09679,SP-0058
TA-09680,SP-0058
TA-09681,SP-0004
TA-09682,SP-0004
TA-09683,SP-0058
TA-09684,SP-0007
TA-09685,SP-0004
TA-09686,SP-0007
TA-09687,SP-0004
TA-09688,SP-0007
TA-09691,SP-0007
TA-09692,SP-0004
TA-09701,SP-0007
TA-09702,SP-0007
TA-09703,SP-0007
TA-09704,SP-0012
TA-09705,SP-0007
TA-09706,SP-0007
TA-09711,SP-0007
TA-09712,SP-0058
TA-09713,SP-0009
TA-09714,SP-0007
TA-09715,SP-0007
TA-09716,SP-0007
TA-09717,SP-0007
TA-09719,SP-0007
TA-09720,SP-0007
TA-09723,SP-0069
TA-09732,SP-0004
TA-09733,SP-0004
TA-09734,SP-0058
TA-09735,SP-0058
TA-09736,SP-0004
TA-09737,SP-0058
TA-09738,SP-0058
TA-09739,SP-0007
TA-09740,SP-0007
TA-09742,SP-0080
TA-09743,SP-0080
TA-09744,SP-0007
TA-09745,SP-0007
TA-09746,SP-0024
TA-09747,SP-0007
TA-09748,SP-0007
TA-09749,SP-0007
TA-09750,SP-0007
TA-09752,SP-0007
TA-09753,SP-0070
TA-09755,SP-0004
TA-09758,SP-0080
TA-09759,SP-0004
TA-09760,SP-0004
TA-09761,SP-0004
TA-09762,SP-0058
TA-09765,SP-0007
TA-09766,SP-0058
TA-09767,SP-0058
TA-09768,SP-0058
TA-09774,SP-0007
TA-09775,SP-0007
TA-09776,SP-0007
TA-09780,SP-0007
TA-09781,SP-0007
TA-09787,SP-0007
TA-09796,SP-0007
TA-09798,SP-0004
TA-09799,SP-0012
TA-09800,SP-0012
TA-09801,SP-0063
TA-09802,SP-0063
TA-09803,SP-0063
TA-09805,SP-0004
TA-09806,SP-0004
TA-09810,SP-0012
TA-09811,SP-0058
TA-09812,SP-0058
TA-09813,SP-0007
TA-09814,SP-0007
TA-09815,SP-0007
TA-09816,SP-0007
TA-09817,SP-0007
TA-09818,SP-0063
TA-09820,SP-0007
TA-09821,SP-0007
TA-09823,SP-0007
TA-09827,SP-0007
TA-09828,SP-0007
TA-09829,SP-0007
TA-09830,SP-0012
TA-09831,SP-0007
TA-09860,SP-0007
TA-09861,SP-0007
TA-09871,SP-0009
TA-09880,SP-0069
TA-09881,SP-0012
TA-09890,SP-0007
TA-09892,SP-0007
TA-09894,SP-0012
TA-09895,SP-0024
TA-09898,SP-0007
TA-09899,SP-0007
TA-09900,SP-0012
TA-09901,SP-0007
TA-09902,SP-0007
TA-09903,SP-0004
TA-09904,SP-0063
TA-09905,SP-0063
TA-09906,SP-0007
TA-09907,SP-0007
TA-09908,SP-0007
TA-09909,SP-0007
TA-09910,SP-0007
TA-09911,SP-0063
TA-09912,SP-0063
TA-09914,SP-0007
TA-09919,SP-0004
TA-09920,SP-0004
TA-09921,SP-0004
TA-09922,SP-0004
TA-09923,SP-0004
TA-09924,SP-0004
TA-09925,SP-0024
TA-09926,SP-0007
TA-09927,SP-0058
TA-09928,SP-0058
TA-09929,SP-0024
TA-09930,SP-0063
TA-09931,SP-0063
TA-09936,SP-0012
TA-09937,SP-0004
TA-09938,SP-0012
TA-09939,SP-0012
TA-09940,SP-0012
TA-09941,SP-0012
TA-09942,SP-0012
TA-09943,SP-0063
TA-09945,SP-0007
TA-09946,SP-0007
TA-09947,SP-0007
TA-09949,SP-0058
TA-09952,SP-0007
TA-09953,SP-0012
TA-09954,SP-0012
TA-09957,SP-0007
TA-09959,SP-0007
TA-09960,SP-0007
TA-09964,SP-0007
TA-09965,SP-0007
TA-09974,SP-0007
TA-09975,SP-0007
TA-09976,SP-0007
TA-09977,SP-0007
TA-09981,SP-0004
TA-09982,SP-0024
TA-09984,SP-0007
TA-09985,SP-0063
TA-09986,SP-0063
TA-09987,SP-0063
TA-09988,SP-0063
TA-09989,SP-0007
TA-09990,SP-0004
TA-09991,SP-0004
TA-09993,SP-0080
TA-09994,SP-0007
TA-10009,SP-0004
TA-10010,SP-0012
TA-10011,SP-0007
TA-10012,SP-0007
TA-10013,SP-0007
TA-10014,SP-0007
TA-10017,SP-0063
TA-10019,SP-0004
TA-10020,SP-0004
TA-10021,SP-0007
TA-10026,SP-0007
TA-10029,SP-0007
TA-10030,SP-0007
TA-10034,SP-0007
TA-10035,SP-0007
TA-10036,SP-0007
TA-10038,SP-0024
TA-10039,SP-0024
TA-10040,SP-0024
TA-10041,SP-0012
TA-10042,SP-0012
TA-10043,SP-0012
TA-10044,SP-0012
TA-10045,SP-0024
TA-10046,SP-0012
TA-10047,SP-0012
TA-10049,SP-0024
TA-10050,SP-0004
TA-10051,SP-0004
TA-10052,SP-0024
TA-10053,SP-0024
TA-10054,SP-0007
TA-10055,SP-0007
TA-10057,SP-0007
TA-10058,SP-0007
TA-10059,SP-0007
TA-10060,SP-0007
TA-10061,SP-0007
TA-10062,SP-0007
TA-10063,SP-0007
TA-10064,SP-0063
TA-10068,SP-0004
TA-10069,SP-0004
TA-10070,SP-0004
TA-10071,SP-0004
TA-10072,SP-0004
TA-10074,SP-0004
TA-10075,SP-0004
TA-10077,SP-0004
TA-10079,SP-0004
TA-10081,SP-0012
TA-10082,SP-0007
TA-10083,SP-0007
TA-10084,SP-0012
TA-10087,SP-0004
TA-10089,SP-0007
TA-10092,SP-0026
TA-10093,SP-0026
TA-10106,SP-0007
TA-10107,SP-0007
TA-10108,SP-0070
TA-10109,SP-0007
TA-10117,SP-0063
TA-10119,SP-0024
TA-10120,SP-0063
TA-10121,SP-0063
TA-10122,SP-0058
TA-10123,SP-0058
TA-10124,SP-0063
TA-10125,SP-0063
TA-10128,SP-0007
TA-10132,SP-0007
TA-10133,SP-0007
TA-10134,SP-0007
TA-10135,SP-0007
TA-10138,SP-0004
TA-10140,SP-0063
TA-10141,SP-0063
TA-10142,SP-0063
TA-10143,SP-0063
TA-10144,SP-0007
TA-10146,SP-0007
TA-10147,SP-0063
TA-10148,SP-0063
TA-10149,SP-0063
TA-10150,SP-0004
TA-10151,SP-0004
TA-10152,SP-0007
TA-10153,SP-0007
TA-10154,SP-0007
TA-10155,SP-0007
TA-10162,SP-0007
TA-10166,SP-0007
TA-10167,SP-0007
TA-10173,SP-0012
TA-10175,SP-0004
TA-10181,SP-0012
TA-10182,SP-0012
TA-10183,SP-0004
TA-10185,SP-0007
TA-10186,SP-0063
TA-10187,SP-0063
TA-10201,SP-0024
TA-10202,SP-0007
TA-10203,SP-0007
TA-10204,SP-0007
TA-10205,SP-0037
TA-10206,SP-0037
TA-10212,SP-0012
TA-10213,SP-0009
TA-10214,SP-0009
TA-10216,SP-0004
TA-10217,SP-0004
TA-10218,SP-0007
TA-10219,SP-0007
TA-10220,SP-0007
TA-10221,SP-0007
TA-10225,SP-0007
TA-10226,SP-0007
TA-10227,SP-0007
TA-10228,SP-0007
TA-10229,SP-0012
TA-10230,SP-0007
TA-10231,SP-0007
TA-10232,SP-0007
TA-10233,SP-0007
TA-10234,SP-0007
TA-10236,SP-0004
TA-10237,SP-0024
TA-10238,SP-0007
TA-10239,SP-0007
TA-10241,SP-0004
TA-10242,SP-0004
TA-10248,SP-0007
TA-10249,SP-0007
TA-10251,SP-0007
TA-10253,SP-0004
TA-10254,SP-0058
TA-10255,SP-0058
TA-10256,SP-0058
TA-10257,SP-0058
TA-10258,SP-0058
TA-10259,SP-0058
TA-10260,SP-0058
TA-10261,SP-0007
TA-10263,SP-0012
TA-10264,SP-0004
TA-10265,SP-0012
TA-10266,SP-0063
TA-10267,SP-0063
TA-10270,SP-0004
TA-10273,SP-0007
TA-10274,SP-0007
TA-10276,SP-0063
TA-10277,SP-0012
TA-10278,SP-0007
TA-10279,SP-0063
TA-10280,SP-0007
TA-10281,SP-0063
TA-10282,SP-0007
TA-10283,SP-0004
TA-10285,SP-0007
TA-10286,SP-0007
TA-10294,SP-0007
TA-10295,SP-0007
TA-10296,SP-0007
TA-10297,SP-0007
TA-10300,SP-0004
TA-10301,SP-0004
TA-10303,SP-0004
TA-10320,SP-0063
TA-10321,SP-0007
TA-10322,SP-0007
TA-10335,SP-0007
TA-10336,SP-0007
TA-10339,SP-0007
TA-10340,SP-0007
TA-10341,SP-0007
TA-10342,SP-0007
TA-10343,SP-0007
TA-10346,SP-0007
TA-10347,SP-0063
TA-10348,SP-0063
TA-10349,SP-0007
TA-10350,SP-0004
TA-10355,SP-0004
TA-10356,SP-0007
TA-10357,SP-0007
TA-10359,SP-0004
TA-10360,SP-0004
TA-10361,SP-0004
TA-10366,SP-0004
TA-10367,SP-0024
TA-10371,SP-0007
TA-10372,SP-0007
TA-10374,SP-0007
TA-10375,SP-0007
TA-10376,SP-0007
TA-10377,SP-0007
TA-10378,SP-0004
TA-10379,SP-0063
TA-10381,SP-0007
TA-10382,SP-0007
TA-10384,SP-0004
TA-10385,SP-0004
TA-10386,SP-0069
TA-10387,SP-0069
TA-10388,SP-0012
TA-10391,SP-0007
TA-10392,SP-0007
TA-10396,SP-0007
TA-10397,SP-0063
TA-10404,SP-0004
TA-10413,SP-0004
TA-10415,SP-0007
TA-10416,SP-0007
TA-10417,SP-0063
TA-10418,SP-0063
TA-10419,SP-0063
TA-10420,SP-0004
TA-10421,SP-0004
TA-10422,SP-0007
TA-10423,SP-0007
TA-10424,SP-0007
TA-10425,SP-0007
TA-10426,SP-0007
TA-10427,SP-0012
TA-10428,SP-0004
TA-10429,SP-0004
TA-10430,SP-0007
TA-10431,SP-0007
TA-10432,SP-0070
TA-10433,SP-0070
TA-10434,SP-0070
TA-10435,SP-0004
TA-10436,SP-0007
TA-10438,SP-0007
TA-10441,SP-0012
TA-10442,SP-0026
TA-10445,SP-0012
TA-10446,SP-0012
TA-10447,SP-0012
TA-10448,SP-0012
TA-10449,SP-0013
TA-10450,SP-0007
TA-10451,SP-0007
TA-10452,SP-0007
TA-10453,SP-0012
TA-10454,SP-0012
TA-10455,SP-0004
TA-10456,SP-0004
TA-10457,SP-0004
TA-10465,SP-0058
TA-10466,SP-0058
TA-10468,SP-0004
TA-10470,SP-0012
TA-10472,SP-0080
TA-10479,SP-0013
TA-10486,SP-0029
TA-10489,SP-0007
TA-10490,SP-0007
TA-10497,SP-0012
TA-10498,SP-0012
TA-10499,SP-0012
TA-10500,SP-0012
TA-10501,SP-0007
TA-10502,SP-0007
TA-10503,SP-0007
TA-10504,SP-0007
TA-10509,SP-0063
TA-10510,SP-0063
TA-10511,SP-0007
TA-10512,SP-0007
TA-10513,SP-0007
TA-10514,SP-0063
TA-10515,SP-0063
TA-10516,SP-0009
TA-10517,SP-0007
TA-10523,SP-0012
TA-10524,SP-0012
TA-10525,SP-0012
TA-10526,SP-0012
TA-10528,SP-0012
TA-10529,SP-0012
TA-10530,SP-0012
TA-10531,SP-0012
TA-10532,SP-0007
TA-10533,SP-0007
TA-10538,SP-0007
TA-10539,SP-0007
TA-10540,SP-0070
TA-10541,SP-0007
TA-10542,SP-0063
